timestamp,cpu_percent,memory_percent
1719143876.897849,460.9,1.452481746673584
1719143878.898991,407.6,1.4802098274230957
1719143880.903265,496.5,3.1324386596679688
1719143882.905534,454.1,3.5933852195739746
1719143884.912885,372.1,3.571438789367676
1719143886.9201632,377.5,3.596484661102295
1719143888.9276521,18.6,3.4083008766174316
1719143890.9371798,17.0,3.3715367317199707
1719143892.942833,16.1,3.3773064613342285
1719143894.949458,7.7,3.3831238746643066
1719143896.954837,0.0,3.3831238746643066
1719143898.9598,0.0,3.3831238746643066
1719143900.965916,0.0,3.3831238746643066
1719143902.973579,0.0,3.3831238746643066
1719143904.979601,3.0,3.3779144287109375
1719143906.985662,0.0,3.377676010131836
1719143908.988238,0.0,3.377676010131836
1719143910.9972239,0.0,3.377676010131836
1719143913.000303,0.0,3.377676010131836
1719143915.005701,0.0,3.377676010131836
1719143917.0132182,0.0,3.377676010131836
1719143919.021,0.0,3.377676010131836
1719143921.024284,0.0,3.377676010131836
1719143923.030258,0.0,3.377676010131836
1719143925.039715,0.0,3.377676010131836
1719143927.0469491,0.0,3.377676010131836
1719143929.055375,0.0,3.377676010131836
1719143931.061446,0.0,3.377676010131836
1719143933.068175,0.0,3.377676010131836
1719143935.073202,0.0,3.377676010131836
1719143937.082425,0.0,3.377676010131836
1719143939.088969,0.0,3.377676010131836
1719143941.0981529,0.0,3.377676010131836
1719143943.106808,0.0,3.377676010131836
1719143945.11328,0.0,3.377676010131836
1719143947.1215181,0.0,3.377676010131836
1719143949.1272619,0.0,3.377676010131836
1719143951.135232,0.0,3.377676010131836
1719143953.143923,0.0,3.377676010131836
1719143955.1495051,0.0,3.377676010131836
1719143957.160015,0.0,3.377676010131836
1719143959.167989,0.0,3.377676010131836
1719143961.176346,0.0,3.377676010131836
1719143963.181972,0.0,3.377676010131836
1719143965.187684,0.0,3.377676010131836
1719143967.194924,0.0,3.377676010131836
1719143969.197271,0.0,3.377676010131836
1719143971.205225,0.0,3.377676010131836
1719143973.213728,0.0,3.377676010131836
1719143975.215518,0.0,3.377676010131836
1719143977.223304,0.0,3.377676010131836
1719143979.2335758,0.0,3.377676010131836
1719143981.240099,0.0,3.377676010131836
1719143983.247604,0.0,3.377676010131836
1719143985.25327,0.0,3.377676010131836
1719143987.2606301,0.0,3.377676010131836
1719143989.264978,0.0,3.377676010131836
1719143991.2717838,0.0,3.377676010131836
1719143993.2755148,0.0,3.377676010131836
1719143995.281379,0.0,3.377676010131836
